e00fce68d0646cc827e6c9aa,2019-03-20T02:12:01.608Z,60
e00fce68fc799f116d8ffcab,2019-03-20T02:12:15.172Z,60
e00fce685d8bc3665e1975a6,2019-03-20T02:18:39.557Z,60
e00fce68d0646cc827e6c9aa,2019-03-20T02:22:01.809Z,60
e00fce68fc799f116d8ffcab,2019-03-20T02:22:15.335Z,60
e00fce68791f786043777851,2019-03-20T02:25:42.357Z,60
e00fce68d0646cc827e6c9aa,2019-03-20T02:32:02.310Z,60
e00fce68fc799f116d8ffcab,2019-03-20T02:32:15.454Z,60
e00fce685d8bc3665e1975a6,2019-03-20T02:39:24.812Z,60
e00fce68d0646cc827e6c9aa,2019-03-20T02:42:02.034Z,60
e00fce68fc799f116d8ffcab,2019-03-20T02:42:15.604Z,60
e00fce685d8bc3665e1975a6,2019-03-20T02:49:23.946Z,60
e00fce68d0646cc827e6c9aa,2019-03-20T02:52:02.205Z,60
e00fce68fc799f116d8ffcab,2019-03-20T02:52:15.723Z,60
e00fce6817ec9245b5a103d9,2019-03-20T02:52:20.862Z,1
e00fce68791f786043777851,2019-03-20T02:56:06.615Z,60
e00fce685d8bc3665e1975a6,2019-03-20T03:00:35.066Z,59
e00fce68d0646cc827e6c9aa,2019-03-20T03:02:02.295Z,60
e00fce68fc799f116d8ffcab,2019-03-20T03:02:15.861Z,60
e00fce68d0646cc827e6c9aa,2019-03-20T03:12:02.447Z,60
e00fce68d0646cc827e6c9aa,2019-03-20T03:22:02.611Z,59
e00fce68fc799f116d8ffcab,2019-03-20T03:22:16.140Z,55
e00fce685d8bc3665e1975a6,2019-03-20T03:30:43.846Z,59
e00fce68d0646cc827e6c9aa,2019-03-20T03:32:02.674Z,58
e00fce68fc799f116d8ffcab,2019-03-20T03:32:16.287Z,60
e00fce685d8bc3665e1975a6,2019-03-20T03:40:43.911Z,60
e00fce68d0646cc827e6c9aa,2019-03-20T03:42:02.765Z,60
e00fce68fc799f116d8ffcab,2019-03-20T03:42:16.467Z,59
e00fce68791f786043777851,2019-03-20T03:47:35.109Z,60
e00fce685d8bc3665e1975a6,2019-03-20T03:51:57.201Z,59
e00fce68d0646cc827e6c9aa,2019-03-20T03:52:02.939Z,60
e00fce68fc799f116d8ffcab,2019-03-20T03:52:16.660Z,60
e00fce685d8bc3665e1975a6,2019-03-20T04:01:57.439Z,60
e00fce68d0646cc827e6c9aa,2019-03-20T04:02:03.111Z,60
e00fce68fc799f116d8ffcab,2019-03-20T04:02:16.774Z,60
e00fce68d0646cc827e6c9aa,2019-03-20T04:12:03.248Z,60
e00fce68fc799f116d8ffcab,2019-03-20T04:12:17.326Z,60
e00fce68791f786043777851,2019-03-20T04:18:15.043Z,60
e00fce68d0646cc827e6c9aa,2019-03-20T04:22:03.329Z,60
e00fce68fc799f116d8ffcab,2019-03-20T04:22:17.557Z,60
e00fce685d8bc3665e1975a6,2019-03-20T04:23:27.106Z,58
e00fce68d0646cc827e6c9aa,2019-03-20T04:32:03.565Z,60
e00fce68fc799f116d8ffcab,2019-03-20T04:32:17.201Z,60
e00fce685d8bc3665e1975a6,2019-03-20T04:33:26.660Z,59
e00fce68791f786043777851,2019-03-20T04:39:20.575Z,60
e00fce68d0646cc827e6c9aa,2019-03-20T04:42:03.617Z,60
